Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,State-Geo,City-Geo,Latitude,Longitude,Type
40447,Editorial or Opinion Piece,Rock Island Argus,Rock Island,Illinois,"Friday, December 18, 1942",6,"""Bestial Policy.""",,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Sandy Kusselson,Appeared among other articles appearing under the newspaper's banner and name of publisher,"[changed event to Allies Denounce, better fit than Nazi Plan –Nadia]",https://newspapers.ushmm.org/article/40447,https://www.newspapers.com/clip/61773802/,Illinois,Rock+Island,41.5094771,-90.5787476,None
40254,News Article,The Park City Daily News,Bowling Green,Kentucky,"Thursday, December 17, 1942",1,U.S. Condemns Germany Policy,Extermination of Jews to Bring Retribution For Nazis,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Jeannette Gabriel,,,https://newspapers.ushmm.org/article/40254,https://www.newspapers.com/clip/61744789/,Kentucky,Bowling+Green,36.9685219,-86.4808043,None
40041,News Article,The Wisconsin State Journal,Madison,Wisconsin,"Saturday, December 26, 1942",3,"Jews Cut Down, Report Charges",Only 1 Per Cent Left in Jugoslavia,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Joyce Rangen,,"[From Patricia, H. 11/20/20, Inter-Allied Information Committee was the spokespiece for the Inter-Allied group and official publisher of the Joint Declaration. –Nadia]",https://newspapers.ushmm.org/article/40041,https://www.newspapers.com/clip/61638388/,Wisconsin,Madison,43.0721661,-89.4007501,None
40040,News Article,The Wisconsin State Journal,Madison,Wisconsin,"Thursday, December 17, 1942",2,Oppression of Jews Condemned by Allies,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Joyce Rangen,,,https://newspapers.ushmm.org/article/40040,https://www.newspapers.com/clip/61638116/,Wisconsin,Madison,43.0721661,-89.4007501,None
39794,News Article,The Akron Beacon Journal,Akron,Ohio,"Thursday, December 17, 1942",1,11 Allies Pledge Revenge For Jews,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Amy Pyle,,"Duplicate, but not on newspapers.com
[We will approve for now for accessibility. -Eric]",https://newspapers.ushmm.org/article/39794,https://www.newspapers.com/clip/61562666/,Ohio,Akron,41.0814447,-81.51900529999999,None
39761,News Article,The Santa Fe New Mexican,Santa Fe,New Mexico,"Thursday, December 17, 1942",2,Vengeance Promised Jews ,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Deborah Hirshfield,,,https://newspapers.ushmm.org/article/39761,https://www.newspapers.com/clip/61517756/121742/,New+Mexico,Santa+Fe,35.6869752,-105.937799,None
39630,Editorial or Opinion Piece,Chattanooga Daily Times/The Chattanooga Times,Chattanooga,Tennessee,"Saturday, March 13, 1943",6,The Nazi self-portrait,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Jennifer Rydell,"""From Barron's Weekly""",,https://newspapers.ushmm.org/article/39630,https://www.newspapers.com/clip/61528140/,Tennessee,Chattanooga,35.0457984,-85.3093995,None
39545,Editorial or Opinion Piece,The Orlando Morning Sentinel/The Orlando Sentinel,Orlando,Florida,"Tuesday, December 22, 1942",4,Himmlerized German Command's Brutality Aimed at Negotiated Peace,,Dorothy Thompson,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Deborah Hansen-Ching,,,https://newspapers.ushmm.org/article/39545,https://www.newspapers.com/clip/61495727/,Florida,Orlando,28.5383832,-81.3789269,None
39180,News Article,The Decatur Daily,Decatur,Alabama,"Thursday, December 17, 1942",2,Persecution of Jews Condemned,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Amy Priborsky,,,https://newspapers.ushmm.org/article/39180,https://www.newspapers.com/clip/61281783/,Alabama,Decatur,34.6059253,-86.9833417,None
38984,News Article,Daily Sentinel,Grand Junction,Colorado,"Thursday, December 17, 1942",1,Hoover Advocates Post War 'Cooling Off' Peace Plan; U. S. Joins Other Nations Condemning Extermination of Jews,Bestial Policy Against Jews Decried; Retribution Is Pledged,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/38984,https://www.newspapers.com/clip/61064179/,Colorado,Grand+Junction,39.0638705,-108.5506486,None
38489,News Article,The Evening Star/The Washington Evening Star,Washington,District Of Columbia,"Thursday, December 17, 1942",A4,"U.S, Allies Promise Retribution for Nazi Slaughter of Jews",State Department Says 'Those Responsible' Will Be Punished,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Chronicling America: Historic American Newspapers (https://chroniclingamerica.loc.gov/#tab=tab_newspapers),Published,Jamaurey Webster,"The information this article presents is information from the meeting President Roosevelt called with the countries a part of the United Nations. It mentions the information presented to the U.S government by Stephen M. Wise, which made the U.S government to fight against Nazism. The article ends with a statement from the U.S government and the Allied Nations.

Link to article: https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-12-17/ed-1/seq-6/","Hello Jamaurey, thank you for your contribution to History Unfolded, this is a perfect fit for our ""Allies Denounce Nazi Plan"" event module! Please note however that we already had it in the database. We always welcome new articles: to avoid duplicates, you can go to Menu > Explore User Research on our website before submitting an article; use the Newspaper and Event filters to see what's there and make sure you're the first user to find it. Keep up the good work, we look forward to other interesting finds from you! –Nadia",https://newspapers.ushmm.org/article/38489,https://newspapers.ushmm.org/manager/article/photo/27552/original,District+Of+Columbia,Washington,38.9071923,-77.0368707,None
37294,News Article,The News and Observer,Raleigh,North Carolina,"Friday, December 18, 1942",1,Allies Pledge Punishment For Persecutors of Jews,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Elizabeth Hedlund,Article continues on p. 8.,,https://newspapers.ushmm.org/article/37294,https://www.newspapers.com/clip/58401614/,North+Carolina,Raleigh,35.7795897,-78.6381787,None
36294,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 28, 1942",1,Wire News Bulletins,Request For Probe Of Massacres Rejected,JTA,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36294,https://newspapers.ushmm.org/manager/article/photo/27258/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36293,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 28, 1942",1,Wire News Bulletins,Fish Wants Aid For Persecuted Jews,JPS,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36293,https://newspapers.ushmm.org/manager/article/photo/27257/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36292,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 28, 1942",1,Mass Executions Shock World Not Under Nazi Rule,United Nations to Avenge Terrible Slaughter In Europe,JPS and JTA,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36292,https://newspapers.ushmm.org/manager/article/photo/27256/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36291,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 21, 1942",1,Week's News at a Glance:,F. D. R. Studies Plight Of Jews; Latin Americans Join Protest,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36291,https://newspapers.ushmm.org/manager/article/photo/27255/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36278,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",7,Would Exchange Nazis For Jews,,JTA,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36278,https://newspapers.ushmm.org/manager/article/photo/27242/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36276,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",3,Would Eradicate Textbook Biases,,JTA,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36276,https://newspapers.ushmm.org/manager/article/photo/27240/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36274,Editorial or Opinion Piece,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",2,Nightmare Confirmed,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36274,https://newspapers.ushmm.org/manager/article/photo/27238/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36269,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",1,"Nazi Press, Radio Ridicule Protests",,JPS,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36269,https://newspapers.ushmm.org/manager/article/photo/27233/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
36268,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",1,Day Of Mourning Held For Victims Of Nazi Terrors,State Department Confirms Plot to Exterminate All Jews,JTA,Allies Denounce Nazi Plan to “Exterminate” the Jews,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36268,https://newspapers.ushmm.org/manager/article/photo/27232/original,Washington,Seattle,47.6062095,-122.3320708,Jewish
35915,Editorial or Opinion Piece,Fort Worth Star-Telegram,Fort Worth,Texas,"Saturday, December 26, 1942",4,Hitler and the Army---IV,,Dorothy Thompson,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Judy Johnstone,This opinion piece appeared in the Evening Home Edition of the Fort Worth Star-Telegram.,,https://newspapers.ushmm.org/article/35915,https://www.newspapers.com/clip/54899828/,Texas,Fort+Worth,32.7554883,-97.3307658,None
35914,Editorial or Opinion Piece,Fort Worth Star-Telegram,Fort Worth,Texas,"Monday, December 28, 1942",10,Poland and the War,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Judy Johnstone,This editorial was found in the Evening Home Edition of the Fort Worth Star-Telegram. It was also found in the Morning Market Complete Edition but not the Morning City Edition.,,https://newspapers.ushmm.org/article/35914,https://www.newspapers.com/clip/54894188/,Texas,Fort+Worth,32.7554883,-97.3307658,None
35898,News Article,Fort Worth Star-Telegram,Fort Worth,Texas,"Sunday, December 20, 1942",4,Poland is Jew Murder Center,"Allied Report Reveals Mass Killings, Spread of Disease in Plan to Wipe Out Race",AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Judy Johnstone,This article was found in the Evening Home Edition of the Fort Worth Star-Telegram.,,https://newspapers.ushmm.org/article/35898,https://www.newspapers.com/clip/54640799/,Texas,Fort+Worth,32.7554883,-97.3307658,None
35890,News Article,Fort Worth Star-Telegram,Fort Worth,Texas,"Thursday, December 17, 1942",8,U.S. Joins in Denouncing Nazi Bestiality,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Judy Johnstone,The news article was found in the Evening Home Edition.,,https://newspapers.ushmm.org/article/35890,https://www.newspapers.com/clip/54636208/,Texas,Fort+Worth,32.7554883,-97.3307658,None
35690,News Article,The Trenton Evening Times/The Trenton Times/ The Trenton Sunday Times-Advertiser,Trenton,New Jersey,"Sunday, December 20, 1942",23,"Only 1,000 Jews Survive Terror","Committee Says 85,000 Slaughtered in Jugoslav Occupation",UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Ocean County Public Library (https://theoceancountylibrary.org/),Published,John Pangaro,"This article outlines German Crimes against Jews by country and also has a statement from the Committee on Persecution of Jews in Europe by the Nazis and their satellites (I believe that whole thing is the title of the committee, but the lack of capitalization in the article is misleading). It also mentioned that the President of the American Jewish congress called for Roosevelt's denouncement of Hitler's plan, and then it continues to mention the Allied statement denouncing the Nazi plan and warning Hitler that his punishment will be inevitable.","Hi John,

Great work! Both of your article submissions from Thursday, May 20th have been approved. Thank you for these new additions to the database from the Trenton Evening Times!

Excited to see what other new articles you will bring us in the future!

- Samantha",https://newspapers.ushmm.org/article/35690,https://newspapers.ushmm.org/manager/article/photo/26832/original,New+Jersey,Trenton,40.2205824,-74.759717,None
35682,News Article,The Trenton Evening Times/The Trenton Times/ The Trenton Sunday Times-Advertiser,Trenton,New Jersey,"Thursday, December 17, 1942",21,Nazis' Policy Toward Jews Called 'Bestial' in U.S. Move,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Ocean County Public Library (https://theoceancountylibrary.org/),Published,John Pangaro,"This is, chronologically, the first piece of information I've seen from the Trenton Evening Times concerning The Allied Denunciation of the Nazi's plan, and I find it strange that it is hidden on page 21, behind dozens of Christmas advertisements and articles about Local YMCA events and comic strips.",,https://newspapers.ushmm.org/article/35682,https://newspapers.ushmm.org/manager/article/photo/26828/original,New+Jersey,Trenton,40.2205824,-74.759717,None
35653,News Article,The Minneapolis Star/The Minneapolis Star-Journal,Minneapolis,Minnesota,"Thursday, December 17, 1942",1,Nazis' 'Bestial Policy' to Jews Condemned ,United Nations Pledge Retribution for Those Responsible for Extermination Plan,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Nathan Harvanko,,"This is a relevant article on the topic. We actually already had it in the database before. You can check what's in the database by going to ""Menu"" and ""Explore User Research"" and entering in the newspaper name in the newspaper field, then hit ""Search"". This piece has a sub-headline. I added it in the sub-headline field for you: United Nations Pledge Retribution for Those Responsible for Extermination Plan. In the future, please include just the first sub-headline in that field. Thank you for your prolific and diligent work, Nathan! -Eric",https://newspapers.ushmm.org/article/35653,https://newspapers.ushmm.org/manager/article/photo/26809/original,Minnesota,Minneapolis,44.977753,-93.2650108,None
35642,Editorial or Opinion Piece,The Trenton Evening Times/The Trenton Times/ The Trenton Sunday Times-Advertiser,Trenton,New Jersey,"Friday, December 18, 1942",14,The Real Anguish of War,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Ocean County Public Library (https://theoceancountylibrary.org/),Published,John Pangaro,"Two things:

1.) I am not certain this is an editorial, but it didn't appear to be reporting on the Allied Denunciation of the Holocaust, it appeared to expect the reader to know that before reading, so i included it as an editorial instead of a News Article.

2.) I didn't find anything on the front page for the Trenton Evening Times for the Allied Denunciation of the Holocaust for the day it happened or the day after, but I will keep looking, I just thought it was strange that the possible rise in the price of milk had better real estate in the paper than a high profile announcement from the state department.","Hello John, thank you for your contribution to History Unfolded! This is indeed an editorial; the first hint is that this page, with the newspaper info on the top left center, is typically where opinion pieces are featured. Then there's the content of the piece of course, as you noticed. 
You're the first user to submit to our ""Allies Denounce Nazi Plan"" from the Trenton Evening Times, it would be great if you could pursue your research. 
Looking forward to your next interesting finds. –Nadia",https://newspapers.ushmm.org/article/35642,https://newspapers.ushmm.org/manager/article/photo/26802/original,New+Jersey,Trenton,40.2205824,-74.759717,None
34857,News Article,The Richmond Times-Dispatch/The Times Dispatch,Richmond,Virginia,"Friday, December 18, 1942",2,European Jews Are Promised Retribution,"11 United Nations, French Plan Action",UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Katherine Vaughan,,,https://newspapers.ushmm.org/article/34857,https://www.newspapers.com/clip/50115633/,Virginia,Richmond,37.5407246,-77.4360481,None
34504,News Article,The Rutland Daily Herald/The Rutland Herald,Rutland,Vermont,"Friday, December 18, 1942",2,Nazi Jewish Policy Hit,United Nations to Punish All Those Responsible for Extermination of Jews,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Judith Haran,,,https://newspapers.ushmm.org/article/34504,https://newspapers.ushmm.org/manager/article/photo/26723/original,Vermont,Rutland,43.6106237,-72.9726065,None
34311,News Article,The Charlotte Observer,Charlotte,North Carolina,"Friday, December 18, 1942",19,Denounce Nazi Jewish Policy,U.S. and Other United Nations Join In Condemning Extermination Program,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Anne Palmer,"The location of this article is well back—2nd to last page of Section One. There are other articles and an editorial in December about the slaughter, but the formal denunciation is not mentioned except in one of them (""Poland Is Jew Slaughter Pen,"" on Dec 21 and already published in History Unfolded).",,https://newspapers.ushmm.org/article/34311,https://www.newspapers.com/clip/50008160/,North+Carolina,Charlotte,35.2270869,-80.8431267,None
34281,Letter to the Editor,The Baltimore Sun/The Sun,Baltimore,Maryland,"Tuesday, December 29, 1942",12,Letter to the Editor,Urging That We Promise Punishment to the Nazis for Their Treatment of the Jews,C.H.H. Rumbold,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Joyce Rangen,,"Hi Joyce, 

Amazing work! All 5 of your submissions from Friday, May 1st have been approved. Thank your for all these new additions from the Baltimore Sun!

Excited to see what other articles you have submitted so far!

- Samantha",https://newspapers.ushmm.org/article/34281,https://www.newspapers.com/clip/49997543/,Maryland,Baltimore,39.2903848,-76.6121893,None
34279,News Article,The Baltimore Sun/The Sun,Baltimore,Maryland,"Monday, December 28, 1942",8,50 German-Americans Denounce Hitler Policy,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Joyce Rangen,,,https://newspapers.ushmm.org/article/34279,https://www.newspapers.com/clip/49997346/,Maryland,Baltimore,39.2903848,-76.6121893,None
34278,Editorial or Opinion Piece,The Baltimore Sun/The Sun,Baltimore,Maryland,"Monday, December 21, 1942",12,The Nuremberg Laws Are Imposed In France,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Joyce Rangen,,,https://newspapers.ushmm.org/article/34278,https://www.newspapers.com/clip/49997159/,Maryland,Baltimore,39.2903848,-76.6121893,None
33351,News Article,The Boston Daily Globe/The Boston Globe,Boston,Massachusetts,"Tuesday, December 8, 1942",31,F. D. Reaffirms Concern for Jews of Europe,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Randall Scott,A United States statement prior to formal declaration.,,https://newspapers.ushmm.org/article/33351,https://www.newspapers.com/clip/49371218/,Massachusetts,Boston,42.3600825,-71.0588801,None
33350,News Article,The Boston Daily Globe/The Boston Globe,Boston,Massachusetts,"Thursday, December 17, 1942",3,11 Nations to Avenge Slaughter of Jews,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Randall Scott,Article about the declaration with the words used and countries involved.,,https://newspapers.ushmm.org/article/33350,https://www.newspapers.com/clip/49370353/,Massachusetts,Boston,42.3600825,-71.0588801,None
33349,News Article,The Boston Daily Globe/The Boston Globe,Boston,Massachusetts,"Tuesday, December 15, 1942",30,"Nazis to Be Warned of Day of Reckoning, Says Dr. Perlzweig",,,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Randall Scott,A warning issued before the formal declaration.,,https://newspapers.ushmm.org/article/33349,https://www.newspapers.com/clip/49369776/,Massachusetts,Boston,42.3600825,-71.0588801,None
33254,News Article,The Birmingham News,Birmingham,Alabama,"Saturday, December 19, 1942",1,Soviet Bureau Says Jews Are Being Slain By Tens Of Thousands,Punishment Of Hitler Is promised; France Moves Anew On Anti-Semitism,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Edie Semler,,,https://newspapers.ushmm.org/article/33254,https://www.newspapers.com/clip/49146321/,Alabama,Birmingham,33.5185892,-86.8103567,None
33252,News Article,The Birmingham News,Birmingham,Alabama,"Thursday, December 17, 1942",12,U.S. State Department Joins In Condemning Slaughtering Of Jews,"Nazis Shall Not Escape Retribution For 'Bestial Policy,' Allies Pledge",AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Edie Semler,,,https://newspapers.ushmm.org/article/33252,https://www.newspapers.com/clip/49145992/,Alabama,Birmingham,33.5185892,-86.8103567,None
33139,News Article,The Casper Tribune-Herald/The Casper Star Tribune,Casper,Wyoming,"Thursday, December 17, 1942",1,United States Condemns Nazi Treatment of Jews,Joins Other Nations in Denouncing Policy of Extermination,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Eric Schmalz,,,https://newspapers.ushmm.org/article/33139,https://www.newspapers.com/clip/48611058/,Wyoming,Casper,42.84870900000001,-106.2980824,None
33073,Other,The Staunton News-Leader/The Evening Leader,Staunton,Virginia,"Thursday, December 17, 1942",1,Condemn German Policy Of Exterminating Jews,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Jennifer Goss,,,https://newspapers.ushmm.org/article/33073,https://www.newspapers.com/clip/48257427/,Virginia,Staunton,38.149576,-79.0716958,None
31636,Editorial or Opinion Piece,Daily Worker,New York,New York,"Saturday, December 19, 1942",1,Victory--Best Vengeance,An Editorial,,Allies Denounce Nazi Plan to “Exterminate” the Jews,ProQuest Historical Newspapers (www.proquest.com),Published,Taylor Horst,,,https://newspapers.ushmm.org/article/31636,https://newspapers.ushmm.org/manager/article/photo/25287/original,New+York,New+York,40.7127753,-74.0059728,None
31633,News Article,Daily Worker,New York,New York,"Thursday, December 24, 1942",1,Green Denounces Nazi Atrocities ,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,ProQuest Historical Newspapers (www.proquest.com),Published,Taylor Horst,,"This is a great article! I did change it to ""Allies Denounce"" event module, rather than ""Nazi Plan Confirmed"". If you have an issues with that, let us know and we can talk about it. Great submission Taylor! -Megan",https://newspapers.ushmm.org/article/31633,https://newspapers.ushmm.org/manager/article/photo/25284/original,New+York,New+York,40.7127753,-74.0059728,None
31443,News Article,The Ithaca Journal/ Ithaca Journal-News,Ithaca,New York,"Monday, December 28, 1942",1,New Action Urged To Save Jews,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,"The article references the protests by the United Nations against the Nazi murder of the Jews, thereby relating to the research topic.","It appears that this is the same story about Dr. Wise going to speak to an audience in Albany as the Rochester Democrat and Chronicle piece. It's interesting to me that the Democrat and Chronicle spells that out the audience was in Albany, while the Ithaca paper doesn't make that explicitly clear. I have been curious whether papers regularly truncated AP stories or modified them.  Fascinating. I can't wait for scholars and members of the public to do this comparative analysis when we have a larger data set and transition to phase II of the project. I think that's all your latest entries, Sandi. Superb work as always! -Eric",https://newspapers.ushmm.org/article/31443,https://newspapers.ushmm.org/manager/article/photo/25142/original,New+York,Ithaca,42.4439614,-76.5018807,None
31442,News Article,Democrat and Chronicle,Rochester,New York,"Monday, December 28, 1942",9,Action to Aid Jews Asked by Dr. Wise,,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,The article references the United Nations protests against the Nazis' murder of the Jews and therefore relates to the research topic.,,https://newspapers.ushmm.org/article/31442,https://newspapers.ushmm.org/manager/article/photo/25141/original,New+York,Rochester,43.15657789999999,-77.6088465,None
31441,News Article,The Binghamton Press/Press and Sun-Bulletin,Binghamton,New York,"Monday, December 28, 1942",7,"Action to Save Hebrews Needed, Dr. Wise Says",,AP,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,The article references the protests made by the United Nations against the Nazis' murder of the Jews and therefore connects to the research topic.,,https://newspapers.ushmm.org/article/31441,https://newspapers.ushmm.org/manager/article/photo/25140/original,New+York,Binghamton,42.09868669999999,-75.91797380000001,None
31440,Editorial or Opinion Piece,Plainfield Courier-News/The Courier News,Plainfield (Bridgewater),New Jersey,"Saturday, December 26, 1942",4,Denunciation - Warning,,,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,,,https://newspapers.ushmm.org/article/31440,https://newspapers.ushmm.org/manager/article/photo/25139/original,New+Jersey,Plainfield+(Bridgewater),40.6337136,-74.4073736,None
31438,Editorial or Opinion Piece,Daily Worker,New York,New York,"Saturday, December 26, 1942",7,Change The World,'Happy New Year' Chokes In Your Mouth When You Think Of the Fate of Europe's Jews,Mike Gold,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,"Toward the bottom of the article, the author references the the fact that statesmen such as Roosevelt and Churchill have denounced the Nazis' murder of the Jews.  This reference connects this column to the research topic.",Fascinating! On to noteworthies. -Eric,https://newspapers.ushmm.org/article/31438,https://newspapers.ushmm.org/manager/article/photo/25137/original,New+York,New+York,40.7127753,-74.0059728,None
31422,News Article,The Daily Sun,Goose Creek,Texas,"Thursday, December 17, 1942",1,Nazi 'Bestiality' Condemned ,12 Nations Pledge Punishment,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,The Portal to Texas History (https://texashistory.unt.edu/),Published,Noah Rios,"For being a small town newspaper, they were really involved in the outside world fighting.

Article at:
https://texashistory.unt.edu/ark:/67531/metapth1101090/m1/1/?q=December%2017%2C%201942","Great submissions Noah! All of your submissions offered great insight into what newspapers were reporting on, both large city newspapers and local town papers. The only thin I changed about this submission is the event module. I believe this article falls more under the ""Allies denounce"" rather than ""Nazi plan confirmed"". let me know if you have any questions. Keep up the great work! -Megan",https://newspapers.ushmm.org/article/31422,https://newspapers.ushmm.org/manager/article/photo/25122/original,Texas,Goose+Creek,29.7337477,-94.9636628,None
31281,News Article,St. Petersburg Times,St. Petersburg,Florida,"Friday, December 18, 1942",16,United States Will Hold Germany Responsible for Murder of Jews in Europe,,UP,Allies Denounce Nazi Plan to “Exterminate” the Jews,Newspapers.com (https://www.newspapers.com),Published,Jonathan Przelenski,I noticed that this article was on the 16th page of the newspaper on the day the Allies essentially confirmed the Holocaust and the repercussions that Germany would face. I was blown away at the fact that it was not front page news and on the 16th page of the paper. A monumental moment in history that was not in the forefront of American minds.,"Hello Jonathan, this article is a perfect fit for our ""Allies Denounce Nazi Plan"" event, thank you! Good observation about the article placement on p.16, this varies a lot from one newspaper to the other – you can make an Event search on the History Unfolded database and sort the results by publication date, that will give you an idea. Keep up the good work. –Nadia",https://newspapers.ushmm.org/article/31281,https://www.newspapers.com/clip/43311478/,Florida,St.+Petersburg,27.7676008,-82.64029149999999,None
30830,News Article,The Christian Science Monitor,Boston,Massachusetts,"Monday, December 21, 1942",9,Plight of European Jews Analyzed in Allied Report,,By a Staff Correspondent of The Christian Science Monitor,Allies Denounce Nazi Plan to “Exterminate” the Jews,New York Public Library,Published,Sandra Auerbach,The article references the allied denouncement of the Nazi plan to exterminate the Jews.,,https://newspapers.ushmm.org/article/30830,https://newspapers.ushmm.org/manager/article/photo/24734/original,Massachusetts,Boston,42.3600825,-71.0588801,None
