Id,Article Type,Newspaper,City,State,Publication Date,Page,Headline,Sub Headline,Byline,Event,Location of research,Status,Contributor,User Comments,CM Comments,Page URL,Download File,State-Geo,City-Geo,Latitude,Longitude
40450,News Article,Rock Island Argus,Rock Island,Illinois,"Friday, December 11, 1942",9,Declares Third of Polish Jews Die Since Conquest,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Sandy Kusselson,Article is stuck at the bottom of other articles in an inside page.,,https://newspapers.ushmm.org/article/40450,https://www.newspapers.com/clip/61774379/,Illinois,Rock+Island,41.5094771,-90.5787476
40440,News Article,Rock Island Argus,Rock Island,Illinois,"Wednesday, November 25, 1942",2,"SAYS 2,000,000 JEWS EXECUTED","Race Extinction in Europe Ordered by Hitler, Wise Charges",AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Sandy Kusselson,,,https://newspapers.ushmm.org/article/40440,https://www.newspapers.com/clip/61772909/,Illinois,Rock+Island,41.5094771,-90.5787476
40293,News Article,Journal Gazette,Mattoon,Illinois,"Friday, January 23, 1942",10,Nazis Saw War as Chance for Persecution,,INS,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,"This is the continuation of the article posted on page one of the same edition, which has been clipped in another submission.",,https://newspapers.ushmm.org/article/40293,https://www.newspapers.com/clip/61752008/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40289,News Article,Journal Gazette,Mattoon,Illinois,"Friday, January 23, 1942",1,Nazis Saw Chance for Drive on Catholics and Jews in War,Hitler Unmasked,INS,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,This article is continued on page 10 of the same edition.   The continuation is also being uploaded.,,https://newspapers.ushmm.org/article/40289,https://www.newspapers.com/clip/61751468/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40286,Editorial or Opinion Piece,Journal Gazette,Mattoon,Illinois,"Friday, December 19, 1941",10,Easier to Get Arrested Than Robbed in Reich,,"Pierre J. Huss, INS News Correspondent",Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,This is the continuation of the article found on page 1 of the same edition.,,https://newspapers.ushmm.org/article/40286,https://www.newspapers.com/clip/61750756/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40284,Editorial or Opinion Piece,Journal Gazette,Mattoon,Illinois,"Friday, December 19, 1941",1,It's Easier to Get Arrested in Germany Than To Get Robbed,"""Inside Germany - Today""","Pierre J. Huss, INS News Correspondent",Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,This article is continued on page 10 of the same edition. A clipping of that page is also being uploaded.,,https://newspapers.ushmm.org/article/40284,https://www.newspapers.com/clip/61750394/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40281,News Article,Journal Gazette,Mattoon,Illinois,"Saturday, January 24, 1942",1,Nazis Drive Nuns and Priests Into Streets in Reign of Terror,Hitler Unmasked,"Pierre J. Huss, INS News Correspondent",Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,,,https://newspapers.ushmm.org/article/40281,https://www.newspapers.com/clip/61749740/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40278,News Article,Journal Gazette,Mattoon,Illinois,"Saturday, January 24, 1942",8 (continued from page one),Nazis Drive Nuns and Priests Into Streets,,"Pierre J. Huss, INS News Correspondent",Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,Including due to interesting observation by reporter in January 1942.  This is a continuation of article on page 1 of same edition.,,https://newspapers.ushmm.org/article/40278,https://www.newspapers.com/clip/61749403/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40269,News Article,Journal Gazette,Mattoon,Illinois,"Thursday, August 6, 1942",1,"""Big, Brave"" Nazis Turn to Jewish Children",,INS,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pamela Lightfoot,,,https://newspapers.ushmm.org/article/40269,https://www.newspapers.com/clip/61747649/,Illinois,Mattoon,39.48308970000001,-88.37282549999999
40258,News Article,The Park City Daily News,Bowling Green,Kentucky,"Tuesday, February 16, 1943",8,Warsaw Testing Ground For Nazis Plans For World Conquest; People Held In Slavery,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jeannette Gabriel,,,https://newspapers.ushmm.org/article/40258,https://www.newspapers.com/clip/61745751/,Kentucky,Bowling+Green,36.9685219,-86.4808043
40251,News Article,The Park City Daily News,Bowling Green,Kentucky,"Tuesday, November 24, 1942",1,"Says 250,000 Jews Killed In Poland",,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jeannette Gabriel,,,https://newspapers.ushmm.org/article/40251,https://www.newspapers.com/clip/61744142/,Kentucky,Bowling+Green,36.9685219,-86.4808043
40247,News Article,The Park City Daily News,Bowling Green,Kentucky,"Wednesday, November 25, 1942",1,Mass Slaying of Jews Studied,Hitler's Orders Are Confirmed in Washington,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jeannette Gabriel,,"Jeannette: I have approved all your submissions for the following Events: Nazi Plan to Kill All Jews Confirmed, Allies Denounce Nazi Plan to Exterminate the Jews, Evian Conference Offers Neither Help Nor Haven, and Jewish Refugees Desperately Seek Safe Harbor (except one). Great work! Thank you.
-Elizabeth",https://newspapers.ushmm.org/article/40247,https://www.newspapers.com/clip/61743705/,Kentucky,Bowling+Green,36.9685219,-86.4808043
40153,,The Morning Chronicle,Manhattan,Kansas,"Sunday, November 29, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40153,https://newspapers.ushmm.org/manager/article/photo/27781/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
40154,,The Morning Chronicle,Manhattan,Kansas,"Monday, November 23, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40154,https://newspapers.ushmm.org/manager/article/photo/27782/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
40152,,The Morning Chronicle,Manhattan,Kansas,"Tuesday, December 1, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40152,https://newspapers.ushmm.org/manager/article/photo/27780/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
40150,,The Morning Chronicle,Manhattan,Kansas,"Thursday, November 26, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40150,https://newspapers.ushmm.org/manager/article/photo/27778/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
40151,,The Morning Chronicle,Manhattan,Kansas,"Saturday, November 28, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40151,https://newspapers.ushmm.org/manager/article/photo/27779/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
40149,,The Morning Chronicle,Manhattan,Kansas,"Tuesday, November 24, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Pat Hagee,"I read The Morning Chronicle from November 23, 1942 through December 31, 1942.  I was unable to find articles on the confirmation of Nazi plan to kill the Jews in The Morning Chronicle from November 24th to December 31,1942.  The main headlines dealt with the war in the Soviet Union, Japan, and Africa plus local and national news. I found the article on the retribution by the Nazis against the murder of one of their military to be very telling.  In Lyon, 100 men and women were executed in retribution for one German that had been killed.  The article then went on to describe the number of those killed by the Nazis in other countries.  I searched for the keywords and did not find articles, op-eds, etc. until January 1943.  To be honest, it really surprised me that the newspaper ignored Rabbi Wise and the State Department.",,https://newspapers.ushmm.org/article/40149,https://newspapers.ushmm.org/manager/article/photo/27777/original,Kansas,Manhattan,39.18360819999999,-96.57166939999999
39883,News Article,The Fremont Tribune/The Fremont Guide and Tribune,Fremont,Nebraska,"Tuesday, November 24, 1942",1,Half Of Jews In Poland To Be Murdered,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Jane Kulakofsky,,"Great find for the database, Jane! This is our first article from this newspaper. Congratulations! -Eric",https://newspapers.ushmm.org/article/39883,https://www.newspapers.com/clip/61595396/,Nebraska,Fremont,41.4333909,-96.49814669999999
39811,News Article,The Huntsville Times,Huntsville,Alabama,"Wednesday, November 25, 1942",1,Plan to Kill All Jews Is Revealed,Utter Extermination Before Close Of 1942 Said Hitler Purpose,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Josie Cotton,,,https://newspapers.ushmm.org/article/39811,https://www.newspapers.com/clip/61567211/plan-to-kill-all-jews-is-revealed/,Alabama,Huntsville,34.7303688,-86.5861037
39762,News Article,Honolulu Star-Bulletin,Honolulu,Hawaii,"Friday, December 18, 1942",1,LATE NEWS,Argentinean Says Nazis Set for Gas Warfare,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Janal Baron,,"Janal,

Your submission has been published.

Congratulations.

Peter G.",https://newspapers.ushmm.org/article/39762,https://www.newspapers.com/clip/61552155/,Hawaii,Honolulu,21.3098845,-157.8581401
39760,News Article,The Santa Fe New Mexican,Santa Fe,New Mexico,"Tuesday, December 8, 1942",1,Jews Seek Investigation of Barbarities Against Race,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Deborah Hirshfield,It is interesting to see that the 'outrage' is coming from Jewish leaders and that the word 'alleged' is used to describe some of the statements.,,https://newspapers.ushmm.org/article/39760,https://www.newspapers.com/clip/61517077/12842/,New+Mexico,Santa+Fe,35.6869752,-105.937799
39759,News Article,The Santa Fe New Mexican,Santa Fe,New Mexico,"Wednesday, November 25, 1942",8,Nazis Slaughtering Jews; Inject Air Bubbles in Veins,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Deborah Hirshfield,"It is striking how little is reported on this topic given the amount of sympathy and coverage was given to the attacks in 1938.  My observation is that the paper is focusing primarily on 2 news topics at this time.  

First - there is considerable coverage of the war itself.  There is a great deal of focus on specific attacks, battles etc.

Second - domestically - there is coverage of rationing and political infighting over government control of the economy

There remains the usual coverage of society events, sports etc.",,https://newspapers.ushmm.org/article/39759,https://www.newspapers.com/clip/61516437/112542/,New+Mexico,Santa+Fe,35.6869752,-105.937799
39690,News Article,The Rapid City Daily Journal/The Rapid City Journal,Rapid City,South Dakota,"Thursday, December 17, 1942",1,Condemn Nazi Murder of Jews,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,PEGGY HALPERN,,"Peggy,

Thanks for the this great find, the article has been published.
 
You submitted the External Image and the URL of the whole first page instead of the clipping of the actual article. I did the clipping this time, but for your future submissions please use the clippings. If you need guidance please let us know.

I also corrected the the  typo in the Archive Location to read as https://www.newspapers.com.

Peter G.
",https://newspapers.ushmm.org/article/39690,https://www.newspapers.com/clip/61656923/nazi-plan-to-kill-jews/,South+Dakota,Rapid+City,44.0805434,-103.2310149
39623,Editorial or Opinion Piece,The Morning Herald,Uniontown,Pennsylvania,"Tuesday, December 1, 1942",4,Revolting Accounts from Nazi Europe,,Boake Carter,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Kim Ngan Tran,"In March 1942, approximately 433,000 Jews resides in Warsaw Ghetto; however, the Jewish population decreased drastically to approximately 40,000, by October 1942. Children and orphans were kidnapped and slain. Those who became ill were executed within 2 days. The article states that approximately half of the Jewish population were executed.","Kim Ngan, this is a very interesting piece. It appears that Boake Carter was a British-American news commentator who wrote at the time. I am pretty confident that this piece was syndicated, meaning that a number of newspapers across the country picked it up and put it in their newspaper. I am not sure I've seen it before, though, which makes it pretty noteworthy for our project. Since this piece is a syndicated column, the article type here is better in the category ""editorial or opinion piece"", since Carter is giving his reaction to current news. I changed the article type for you. This piece is from December 1942. Our event module on the Warsaw ghetto focuses on the spring and summer of 1943, as well as any news coverage 1 year after the revolt took place. However, we do have another event module on the first public reports of the Final Solution. Carter mentions in his piece ""Further information tends to indicate that half or about 2,000,000 of the 4,00,000 Jews in Nazi occupied Europe had been massacred in a definite campaign to obliterate the Jew from the face of Europe's continent."" I think that is clear enough for me to approve this under the Nazi Plan to Kill All Jews Confirmed module. I wonder if Carter wrote anything in 1943 on the Warsaw ghetto revolt as it was taking place? It appears that he died in 1944, but could possibly have written something before his death? -Eric",https://newspapers.ushmm.org/article/39623,https://www.newspapers.com/clip/61526947/,Pennsylvania,Uniontown,39.900076,-79.71643259999999
39563,News Article,"The Morning Herald (Hagerstown, Maryland)",Hagerstown,Maryland,"Thursday, November 26, 1942",1,STORY IS TOLD OF HITLER'S CAMPAIGN,Dr. Wise Relates Details Of Drive To Exterminate Jews,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Katherine Vaughan,Article continues on page 12.,"Excellent find!

-- David K.",https://newspapers.ushmm.org/article/39563,https://www.newspapers.com/clip/61500715/,Maryland,Hagerstown,39.6417629,-77.71999319999999
39374,News Article,The Cedar Rapids Gazette,Cedar Rapids,Iowa,"Wednesday, November 25, 1942",1,Charges Drive to Exterminate Europe's Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,colton kinnison,It is informing people in America about what Hitler has done and is going to continue to do throughout the duration of the Holocaust and World War II.,"Hi Colton,

This is a great article! We actually already have this article in the database. We love to get new ones! 

See what we already have in the database by using this link: https://newspapers.ushmm.org/blog/2017/09/14/how-do-i-upload-articles-not-yet-in-the-database/

Keep up all the great work!

- Samantha",https://newspapers.ushmm.org/article/39374,https://newspapers.ushmm.org/manager/article/photo/27708/original,Iowa,Cedar+Rapids,41.9778795,-91.6656232
39324,,Daily Press,Newport News,Virginia,"Tuesday, November 24, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Meredith P,"There are a great many articles about the war but none specific to this event in the specified timeframe. (Searched until 12/31/42, masthead is sample from the period.) *Meredith P. did find one and submitted it for December 02, 1942*","Hi Meredith,

Thank you for all this hard work! I did see that you managed to find one article for December 02, 1942 which was great to see. I made a little note on this submission for future reference that you were able to at least find one.

Excited to see what you will find next, Meredith!

- Samantha",https://newspapers.ushmm.org/article/39324,https://newspapers.ushmm.org/manager/article/photo/27701/original,Virginia,Newport+News,37.0870821,-76.4730122
39247,Other,Daily Press,Newport News,Virginia,"Wednesday, December 2, 1942",12,Jewry Will Observe Fast of Sorrow Today,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Meredith P,"Specific note of ""in European lands"" is important.","Meredith,

What I really like about this article is the local angle. It leaves me wondering what roles, if any, Rabbi Kolatch and the Adath Jeshurun congregation may have taken on during the course of this history.

Thanks for submitting it.

-- David K.",https://newspapers.ushmm.org/article/39247,https://www.newspapers.com/clip/61400696/,Virginia,Newport+News,37.0870821,-76.4730122
39214,,The Newport Mercury and Weekly News/The Newport Mercury and Evening News,Newport,Rhode Island,"Friday, December 4, 1942",,Newspaper with no coverage,,,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/39214,https://newspapers.ushmm.org/manager/article/photo/27666/original,Rhode+Island,Newport,41.4901024,-71.3128285
39132,News Article,The Decatur Daily,Decatur,Alabama,"Wednesday, November 25, 1942",1,Nazis Accused of Backing Plan To Exterminate Jews In Europe,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Amy Priborsky,,,https://newspapers.ushmm.org/article/39132,https://www.newspapers.com/clip/61266091/,Alabama,Decatur,34.6059253,-86.9833417
38981,News Article,Daily Sentinel,Grand Junction,Colorado,"Sunday, December 20, 1942",1,"Germans Transform Poland Into Vast Center for Murdering Jews, Declares Inter-Allied Information Committee",,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,"[Better fit for ""Nazi Plan to Kill All Jews Confirmed"". - S.O.]",https://newspapers.ushmm.org/article/38981,https://www.newspapers.com/clip/61063444/,Colorado,Grand+Junction,39.0638705,-108.5506486
38980,News Article,Daily Sentinel,Grand Junction,Colorado,"Tuesday, December 8, 1942",1,2 Million Jews Killed by Axis,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/38980,https://www.newspapers.com/clip/61062770/,Colorado,Grand+Junction,39.0638705,-108.5506486
38979,News Article,Daily Sentinel,Grand Junction,Colorado,"Wednesday, November 25, 1942",1,Thousands Jews In Norway Held In Nazi Camps,,Kenneth L. Dixon (AP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/38979,https://www.newspapers.com/clip/61062483/,Colorado,Grand+Junction,39.0638705,-108.5506486
37659,News Article,Spokane Daily Chronicle,Spokane,Washington,"Monday, December 14, 1942",16,Says All Jews Face Threat of Germany,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37659,https://www.newspapers.com/clip/59110520/,Washington,Spokane,47.6587802,-117.4260466
37658,News Article,Spokane Daily Chronicle,Spokane,Washington,"Saturday, December 12, 1942",15,Slaughter of Jews Spurs New Protest,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37658,https://www.newspapers.com/clip/59110366/,Washington,Spokane,47.6587802,-117.4260466
37657,News Article,Spokane Daily Chronicle,Spokane,Washington,"Friday, December 11, 1942",2,Jews-To-Sweden Plan Is Boosted,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37657,https://www.newspapers.com/clip/59110118/,Washington,Spokane,47.6587802,-117.4260466
37656,News Article,Spokane Daily Chronicle,Spokane,Washington,"Thursday, December 10, 1942",2,Over A Million Jews Have Died,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37656,https://www.newspapers.com/clip/59109106/,Washington,Spokane,47.6587802,-117.4260466
37653,News Article,Spokane Daily Chronicle,Spokane,Washington,"Tuesday, December 8, 1942",10,Cardinal Blasts Slaying Of Jews,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37653,https://www.newspapers.com/clip/59108074/,Washington,Spokane,47.6587802,-117.4260466
37650,News Article,Spokane Daily Chronicle,Spokane,Washington,"Wednesday, November 25, 1942",11,Jews To Hear Of German Drive,,AP,Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/37650,https://www.newspapers.com/clip/59106995/,Washington,Spokane,47.6587802,-117.4260466
36611,News Article,The Twin Falls Times-News/The Times-News/Times News (1942 to 1946),Twin Falls,Idaho,"Tuesday, November 24, 1942",14,Nazi Reported Planning Execution of Jews in Poland,50 Percent To Be Slain By '43,Sidney J. Williams (UP),Nazi Plan to Kill All Jews Confirmed,Newspapers.com (https://www.newspapers.com),Published,Megan Storkan,,,https://newspapers.ushmm.org/article/36611,https://www.newspapers.com/clip/57150870/,Idaho,Twin+Falls,42.5558381,-114.4700518
36273,News Article,The New York Times,New York,New York,"Thursday, December 3, 1942",10,Many Join Prayer For the Oppressed,Special Service In Temples and Synagogues Held For Victims Of Hitler,New York Times,Nazi Plan to Kill All Jews Confirmed,https://search-proquest-com.kean.idm.oclc.org/,Published,Emily Gross,"Additional sub-headlines:
'Deepest Agony' Is Seen
Dr. Stephen Wise Says All in Nation Share Sorrow for Plight of Jews ",,https://newspapers.ushmm.org/article/36273,https://newspapers.ushmm.org/manager/article/photo/27237/original,New+York,New+York,40.7127753,-74.0059728
36271,News Article,The Jewish Transcript,Seattle,Washington,"Monday, December 14, 1942",1,"Remaining Jews To Be Interned, Exterminated",,JPS,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,,,https://newspapers.ushmm.org/article/36271,https://newspapers.ushmm.org/manager/article/photo/27235/original,Washington,Seattle,47.6062095,-122.3320708
36263,Other,The Jewish Transcript,Seattle,Washington,"Monday, November 16, 1942",7,Millions Shall Die; Plight of Persecuted,,Richard Lichteim,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,"https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5365/rec/17

Final installment of Lichtheim's article",,https://newspapers.ushmm.org/article/36263,https://newspapers.ushmm.org/manager/article/photo/27227/original,Washington,Seattle,47.6062095,-122.3320708
36261,Other,The Jewish Transcript,Seattle,Washington,"Monday, November 2, 1942",2,And Millions Shall Die,The Position of the Jews in Europe Today,Richard Lichtheim,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,"https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5349/rec/15

3rd installment of Lichtheim article",,https://newspapers.ushmm.org/article/36261,https://newspapers.ushmm.org/manager/article/photo/27225/original,Washington,Seattle,47.6062095,-122.3320708
36259,News Article,The Jewish Transcript,Seattle,Washington,"Monday, October 19, 1942",7,Paper Scores Hitler Threat,,JTA,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5343/rec/13,,https://newspapers.ushmm.org/article/36259,https://newspapers.ushmm.org/manager/article/photo/27223/original,Washington,Seattle,47.6062095,-122.3320708
36257,Other,The Jewish Transcript,Seattle,Washington,"Monday, October 5, 1942",1,And Millions Shall Die,The Position of the Jews in Europe Today,Richard Lichtheim,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,"https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5326/rec/11

1st of 3 installment of Lichtheim's article",,https://newspapers.ushmm.org/article/36257,https://newspapers.ushmm.org/manager/article/photo/27221/original,Washington,Seattle,47.6062095,-122.3320708
36252,News Article,The Jewish Transcript,Seattle,Washington,"Monday, September 21, 1942",1,Cruelty Marks Exodus of Jews From Nazi Land,Many Commit Suicide Rather Than Become Hitler's Slaves in East,JTA,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5313/rec/9,,https://newspapers.ushmm.org/article/36252,https://newspapers.ushmm.org/manager/article/photo/27216/original,Washington,Seattle,47.6062095,-122.3320708
36250,News Article,The Jewish Transcript,Seattle,Washington,"Friday, April 3, 1942",3,Mass Execution Of Polish Jews,,JPS,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5448,,https://newspapers.ushmm.org/article/36250,https://newspapers.ushmm.org/manager/article/photo/27214/original,Washington,Seattle,47.6062095,-122.3320708
36249,News Article,The Jewish Transcript,Seattle,Washington,"Friday, March 20, 1942",8,Destruction Of Jews Nazis Main Aim,,JPS,Nazi Plan to Kill All Jews Confirmed,Seattle Public Library,Published,Patricia Pawelak-Kort,https://cdm16118.contentdm.oclc.org/digital/collection/p16118coll10/id/5435/rec/4,,https://newspapers.ushmm.org/article/36249,https://newspapers.ushmm.org/manager/article/photo/27213/original,Washington,Seattle,47.6062095,-122.3320708
35934,News Article,The Flathead Courier,Polson,Montana,"Thursday, December 31, 1942",2,HIGHLIGHTS...in the week's news,BESTIAL,,Nazi Plan to Kill All Jews Confirmed,Montana Newspapers (http://montananewspapers.org/),Published,Natasha Hollenbach,,"Hi Natasha,

Great article finds! 2/3 of your articles from Friday, July 10th have been approved. It was very interesting to see the same article in two different newspapers!

Your one post was not approved due to it already being in the database. 

Excited to see what your next article finds will be!

- Samantha",https://newspapers.ushmm.org/article/35934,https://newspapers.ushmm.org/manager/article/photo/26914/original,Montana,Polson,47.69320039999999,-114.1631275
